455,0,200
45,2,265
21,44,100000
65,0,600
55,0,100
43,0,100
43,0,100
43,0,100
34,1,0
34,0,100
32,1,200
32,0,100
53,0,100
3,0,100
23,0,100
76,1,100
123,2,2487
22,0,1656
234,0,100
2,1,100
5,3,1905
